Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,77900.085938,79085.523438,77646.062500,78746.828125,78746.828125,1320476
2023-03-10,78069.429688,78323.453125,77476.710938,77984.757813,77984.757813,913857
2023-03-13,77900.085938,77900.085938,76884.000000,77476.710938,77476.710938,896615
2023-03-14,77053.343750,77222.695313,76629.976563,77053.343750,77053.343750,1070812
2023-03-15,77561.390625,77900.085938,77138.015625,77392.039063,77392.039063,1004794
2023-03-16,77053.343750,77900.085938,75783.234375,77053.343750,77053.343750,951886
2023-03-17,77053.343750,77138.015625,75359.867188,75359.867188,75359.867188,2683468
2023-03-20,75359.867188,75783.234375,72057.578125,72057.578125,72057.578125,1271937
2023-03-21,72311.601563,76121.929688,72311.601563,73243.015625,73243.015625,1385785
2023-03-22,73327.687500,76121.929688,73327.687500,75359.867188,75359.867188,1297682
2023-03-23,75190.515625,76799.320313,73920.406250,76799.320313,76799.320313,2297635
2023-03-24,77053.343750,77053.343750,75275.187500,75359.867188,75359.867188,794813
2023-03-27,75359.867188,77053.343750,74513.125000,77053.343750,77053.343750,975624
2023-03-28,76884.000000,78662.148438,76291.281250,77730.734375,77730.734375,1049672
2023-03-29,78323.453125,78323.453125,76629.976563,78154.109375,78154.109375,499326
2023-03-30,78154.109375,78916.171875,77900.085938,78492.804688,78492.804688,715331
2023-03-31,78577.476563,78916.171875,76629.976563,77392.039063,77392.039063,1220681
2023-04-03,77646.062500,78662.148438,77222.695313,78577.476563,78577.476563,959798
2023-04-04,78577.476563,78662.148438,77561.390625,77900.085938,77900.085938,369534
2023-04-05,78154.109375,78154.109375,77138.015625,77984.757813,77984.757813,510192
2023-04-06,77476.710938,77984.757813,77222.695313,77222.695313,77222.695313,495193
2023-04-07,77053.343750,77138.015625,75783.234375,76206.601563,76206.601563,995819
2023-04-10,76206.601563,76206.601563,75359.867188,75359.867188,75359.867188,805796
2023-04-11,75359.867188,76206.601563,74682.468750,74682.468750,74682.468750,977395
2023-04-12,74767.148438,75021.171875,74513.125000,74767.148438,74767.148438,686633
2023-04-13,74767.148438,74936.492188,74343.773438,74682.468750,74682.468750,669627
2023-04-14,74767.148438,75444.539063,74682.468750,74851.820313,74851.820313,564281
2023-04-17,74851.820313,74936.492188,74343.773438,74851.820313,74851.820313,667146
2023-04-18,74767.148438,75021.171875,74089.757813,74513.125000,74513.125000,895316
2023-04-19,74597.796875,75105.843750,74513.125000,74936.492188,74936.492188,582114
2023-04-20,75190.515625,75190.515625,74513.125000,74767.148438,74767.148438,304461
2023-04-21,74513.125000,74597.796875,74005.078125,74089.757813,74089.757813,1247726
2023-04-24,74513.125000,74936.492188,73666.382813,74428.453125,74428.453125,691121
2023-04-25,74682.468750,74936.492188,74089.757813,74767.148438,74767.148438,668209
2023-04-26,74513.125000,75783.234375,74428.453125,75698.562500,75698.562500,4778295
2023-04-27,75105.843750,76629.976563,74851.820313,76206.601563,76206.601563,851855
2023-04-28,76206.601563,76629.976563,75190.515625,76629.976563,76629.976563,874766
2023-05-01,null,null,null,null,null,null
2023-05-02,null,null,null,null,null,null
2023-05-03,null,null,null,null,null,null
2023-05-04,76206.601563,76206.601563,74936.492188,74936.492188,74936.492188,660179
2023-05-05,74936.492188,76121.929688,74682.468750,76037.257813,76037.257813,709190
2023-05-08,76206.601563,78916.171875,76037.257813,78746.828125,78746.828125,1846139
2023-05-09,78746.828125,79508.890625,78154.109375,78154.109375,78154.109375,1203911
2023-05-10,77815.414063,78746.828125,77561.390625,77900.085938,77900.085938,968892
2023-05-11,77900.085938,77984.757813,77053.343750,77053.343750,77053.343750,804969
2023-05-12,77053.343750,78577.476563,76884.000000,78577.476563,78577.476563,1055223
2023-05-15,77900.085938,78746.828125,77222.695313,77646.062500,77646.062500,801782
2023-05-16,77900.085938,78831.500000,77307.367188,78408.125000,78408.125000,1064789
2023-05-17,78323.453125,78746.828125,78154.109375,78577.476563,78577.476563,942319
2023-05-18,78662.148438,81287.046875,78069.429688,80440.304688,80440.304688,2237758
2023-05-19,80016.937500,80355.632813,78408.125000,79762.914063,79762.914063,720291
2023-05-22,78746.828125,79508.890625,78069.429688,78831.500000,78831.500000,785719
2023-05-23,78746.828125,79254.867188,77984.757813,78577.476563,78577.476563,671752
2023-05-24,78577.476563,78577.476563,77815.414063,78408.125000,78408.125000,454921
2023-05-25,78408.125000,79593.562500,77392.039063,78916.171875,78916.171875,740014
2023-05-26,78916.171875,79170.195313,77900.085938,77900.085938,77900.085938,1212532
2023-05-29,77900.085938,80440.304688,77900.085938,78831.500000,78831.500000,744620
2023-05-30,78831.500000,80270.953125,78238.781250,80016.937500,80016.937500,1544157
2023-05-31,79508.890625,79678.242188,78831.500000,79593.562500,79593.562500,496138
2023-06-01,80101.609375,80101.609375,78916.171875,79508.890625,79508.890625,840045
2023-06-02,79508.890625,80440.304688,79000.843750,80355.632813,80355.632813,1721661
2023-06-05,80609.656250,83573.242188,80609.656250,82980.523438,82980.523438,1609467
2023-06-06,82980.523438,83827.265625,81710.414063,83827.265625,83827.265625,920589
2023-06-07,83827.265625,83827.265625,82133.781250,82133.781250,82133.781250,938422
2023-06-08,82133.781250,86113.460938,82133.781250,84674.007813,84674.007813,1605451
2023-06-09,84674.007813,86367.484375,83827.265625,85097.375000,85097.375000,1264969
2023-06-12,84589.328125,85944.117188,83065.195313,85520.742188,85520.742188,537473
2023-06-13,84674.007813,87214.226563,84419.984375,86790.851563,86790.851563,1102935
2023-06-14,86706.179688,88060.968750,85944.117188,86875.531250,86875.531250,1016250
2023-06-15,86790.851563,87806.945313,86028.789063,87637.593750,87637.593750,1248435
2023-06-16,88230.312500,90093.140625,87383.570313,88907.703125,88907.703125,1596475
2023-06-19,87722.265625,88145.640625,86113.460938,86113.460938,86113.460938,1434798
2023-06-20,85605.421875,85605.421875,84504.656250,84589.328125,84589.328125,2302370
2023-06-21,84419.984375,85097.375000,84419.984375,84674.007813,84674.007813,1467864
2023-06-22,86367.484375,86367.484375,84589.328125,85012.703125,85012.703125,1058766
2023-06-23,85012.703125,85012.703125,84250.632813,84589.328125,84589.328125,936769
2023-06-26,83911.937500,85436.070313,83911.937500,84674.007813,84674.007813,953303
2023-06-27,84674.007813,85520.742188,84419.984375,84674.007813,84674.007813,845477
2023-06-28,84674.007813,86536.835938,84504.656250,85605.421875,85605.421875,1056051
2023-06-29,86198.140625,87214.226563,85605.421875,86282.812500,86282.812500,1178165
2023-06-30,85605.421875,86198.140625,84674.007813,84674.007813,84674.007813,743557
2023-07-03,84674.007813,85351.398438,84504.656250,84674.007813,84674.007813,578808
2023-07-04,85266.726563,86282.812500,84589.328125,84674.007813,84674.007813,927911
2023-07-05,85520.742188,86790.851563,84928.023438,86367.484375,86367.484375,2968325
2023-07-06,86452.156250,86536.835938,85097.375000,85266.726563,85266.726563,2183669
2023-07-07,85097.375000,88907.703125,85012.703125,88907.703125,88907.703125,2449749
2023-07-10,88823.031250,88823.031250,86621.507813,86960.203125,86960.203125,2058601
2023-07-11,86198.140625,88907.703125,86198.140625,87214.226563,87214.226563,2943760
2023-07-12,86960.203125,88484.335938,86960.203125,88060.968750,88060.968750,1028414
2023-07-13,88907.703125,88907.703125,87806.945313,88823.031250,88823.031250,1987977
2023-07-14,88823.031250,88907.703125,88060.968750,88907.703125,88907.703125,1545574
2023-07-17,88907.703125,88907.703125,88230.312500,88738.359375,88738.359375,1525380
2023-07-18,88823.031250,88907.703125,88314.984375,88314.984375,88314.984375,975506
2023-07-19,88569.007813,90685.859375,88569.007813,90177.812500,90177.812500,3054302
2023-07-20,89331.078125,90093.140625,87722.265625,88907.703125,88907.703125,1038813
2023-07-21,88907.703125,88907.703125,88060.968750,88907.703125,88907.703125,2153467
2023-07-24,88992.382813,89246.398438,88484.335938,88569.007813,88569.007813,1079105
2023-07-25,null,null,null,null,null,null
2023-07-26,91900.000000,93400.000000,91900.000000,93400.000000,93400.000000,1737418
2023-07-27,null,null,null,null,null,null
2023-07-28,92700.000000,93000.000000,91800.000000,93000.000000,93000.000000,1207918
2023-07-31,null,null,null,null,null,null
2023-08-01,null,null,null,null,null,null
2023-08-02,null,null,null,null,null,null
2023-08-03,91500.000000,91500.000000,90500.000000,90600.000000,90600.000000,970917
2023-08-04,90700.000000,91100.000000,90100.000000,90100.000000,90100.000000,1231617
2023-08-07,90100.000000,90800.000000,90000.000000,90800.000000,90800.000000,1244726
2023-08-08,90800.000000,91200.000000,90100.000000,90700.000000,90700.000000,823421
2023-08-09,90700.000000,90900.000000,90100.000000,90200.000000,90200.000000,703631
2023-08-10,90500.000000,90500.000000,88500.000000,88500.000000,88500.000000,1427128
2023-08-11,88500.000000,90400.000000,88500.000000,90400.000000,90400.000000,940830
2023-08-14,90300.000000,90300.000000,89000.000000,89000.000000,89000.000000,1584830
2023-08-15,90000.000000,90000.000000,88500.000000,88900.000000,88900.000000,1168516
2023-08-16,88800.000000,89400.000000,88700.000000,89200.000000,89200.000000,840335
2023-08-17,89200.000000,89800.000000,88600.000000,89400.000000,89400.000000,2165117
2023-08-18,89800.000000,90300.000000,89000.000000,89500.000000,89500.000000,2543404
2023-08-21,89700.000000,90200.000000,89200.000000,89800.000000,89800.000000,1730933
2023-08-22,89500.000000,89700.000000,87800.000000,88400.000000,88400.000000,1938024
2023-08-23,88900.000000,88900.000000,86100.000000,86300.000000,86300.000000,1774811
2023-08-24,86300.000000,88200.000000,86000.000000,87000.000000,87000.000000,973803
2023-08-25,86200.000000,87000.000000,86000.000000,86200.000000,86200.000000,1466600
2023-08-28,86400.000000,87500.000000,86200.000000,87000.000000,87000.000000,1448900
2023-08-29,87000.000000,88500.000000,86900.000000,88400.000000,88400.000000,1453903
2023-08-30,88500.000000,89500.000000,88500.000000,89100.000000,89100.000000,1401002
2023-08-31,89100.000000,89600.000000,88300.000000,89100.000000,89100.000000,2470000
2023-09-01,null,null,null,null,null,null
2023-09-04,null,null,null,null,null,null
2023-09-05,89100.000000,90700.000000,89100.000000,90100.000000,90100.000000,2013202
2023-09-06,90200.000000,90200.000000,89700.000000,90200.000000,90200.000000,2057603
2023-09-07,90000.000000,90800.000000,89500.000000,89500.000000,89500.000000,1958302
2023-09-08,89500.000000,89500.000000,89100.000000,89500.000000,89500.000000,1381905
2023-09-11,89600.000000,90000.000000,88000.000000,88500.000000,88500.000000,2592500
2023-09-12,89000.000000,90000.000000,88900.000000,89900.000000,89900.000000,1612100
2023-09-13,90000.000000,90000.000000,88900.000000,89100.000000,89100.000000,1675000
2023-09-14,89000.000000,89500.000000,88100.000000,89100.000000,89100.000000,1552600
2023-09-15,88900.000000,89800.000000,88600.000000,89800.000000,89800.000000,2235400
2023-09-18,89500.000000,89700.000000,88300.000000,88800.000000,88800.000000,789102
2023-09-19,88800.000000,89200.000000,86000.000000,88100.000000,88100.000000,1210203
2023-09-20,88100.000000,88400.000000,86400.000000,88000.000000,88000.000000,1057027
2023-09-21,88000.000000,88000.000000,86800.000000,87000.000000,87000.000000,1359910
2023-09-22,86400.000000,89500.000000,86000.000000,89300.000000,89300.000000,2679610
2023-09-25,89000.000000,89500.000000,88300.000000,89300.000000,89300.000000,2303421
2023-09-26,89200.000000,89400.000000,86900.000000,87000.000000,87000.000000,1663215
2023-09-27,87600.000000,89000.000000,87000.000000,87800.000000,87800.000000,1368902
2023-09-28,87200.000000,88300.000000,86600.000000,88000.000000,88000.000000,1065102
2023-09-29,88300.000000,88300.000000,87100.000000,87500.000000,87500.000000,613316
2023-10-02,87100.000000,87200.000000,86500.000000,86500.000000,86500.000000,765716
2023-10-03,86500.000000,86700.000000,85800.000000,86300.000000,86300.000000,1066600
2023-10-04,86300.000000,86300.000000,85300.000000,86300.000000,86300.000000,922800
2023-10-05,86000.000000,86000.000000,84500.000000,84500.000000,84500.000000,1014000
2023-10-06,84500.000000,85400.000000,83500.000000,85400.000000,85400.000000,800900
2023-10-09,85400.000000,85400.000000,84000.000000,84600.000000,84600.000000,1212100
2023-10-10,84600.000000,86200.000000,84600.000000,86100.000000,86100.000000,802101
2023-10-11,86200.000000,86500.000000,85700.000000,86500.000000,86500.000000,815401
2023-10-12,86900.000000,86900.000000,85500.000000,86000.000000,86000.000000,882100
2023-10-13,86000.000000,86600.000000,85500.000000,86600.000000,86600.000000,788100
2023-10-16,85600.000000,86600.000000,85600.000000,86100.000000,86100.000000,551300
2023-10-17,86100.000000,86500.000000,85500.000000,85900.000000,85900.000000,488400
2023-10-18,85500.000000,86000.000000,85000.000000,85900.000000,85900.000000,1266400
2023-10-19,85500.000000,86000.000000,84100.000000,84500.000000,84500.000000,1408600
2023-10-20,83500.000000,85300.000000,82700.000000,84800.000000,84800.000000,938400
2023-10-23,84500.000000,84500.000000,82500.000000,84500.000000,84500.000000,1130600
2023-10-24,84500.000000,86500.000000,83900.000000,86000.000000,86000.000000,994000
2023-10-25,85100.000000,85800.000000,84600.000000,85800.000000,85800.000000,924100
2023-10-26,85000.000000,86000.000000,83500.000000,84500.000000,84500.000000,1520300
2023-10-27,84600.000000,85000.000000,83800.000000,85000.000000,85000.000000,911400
2023-10-30,83500.000000,86000.000000,83500.000000,85900.000000,85900.000000,618900
2023-10-31,85900.000000,86900.000000,84900.000000,86800.000000,86800.000000,1438300
2023-11-01,86800.000000,87800.000000,86100.000000,87800.000000,87800.000000,1550100
2023-11-02,88000.000000,89000.000000,86600.000000,89000.000000,89000.000000,1114500
2023-11-03,89000.000000,89400.000000,88100.000000,88900.000000,88900.000000,1157600
2023-11-06,88900.000000,89800.000000,88500.000000,89500.000000,89500.000000,833800
2023-11-07,89000.000000,89300.000000,88300.000000,88300.000000,88300.000000,518900
2023-11-08,88000.000000,89700.000000,87900.000000,89500.000000,89500.000000,1329300
2023-11-09,89500.000000,89500.000000,87900.000000,87900.000000,87900.000000,2291800
2023-11-10,87100.000000,87500.000000,86000.000000,86000.000000,86000.000000,1411000
2023-11-13,86000.000000,86100.000000,85400.000000,85500.000000,85500.000000,3242786
2023-11-14,86000.000000,86500.000000,85400.000000,86000.000000,86000.000000,1086500
2023-11-15,86500.000000,87700.000000,86500.000000,87700.000000,87700.000000,4172800
2023-11-16,87000.000000,88000.000000,86700.000000,88000.000000,88000.000000,1343800
2023-11-17,87800.000000,87900.000000,85500.000000,85600.000000,85600.000000,1693000
2023-11-20,85600.000000,87000.000000,85000.000000,86100.000000,86100.000000,1157400
2023-11-21,86100.000000,86700.000000,85800.000000,86600.000000,86600.000000,1256400
2023-11-22,86300.000000,86700.000000,85500.000000,86700.000000,86700.000000,1071700
2023-11-23,86700.000000,86800.000000,85500.000000,85500.000000,85500.000000,752200
2023-11-24,85500.000000,86000.000000,85000.000000,86000.000000,86000.000000,793500
2023-11-27,86000.000000,86000.000000,85100.000000,85800.000000,85800.000000,548000
2023-11-28,85500.000000,85900.000000,84800.000000,85800.000000,85800.000000,926200
2023-11-29,85400.000000,85900.000000,85100.000000,85100.000000,85100.000000,838100
2023-11-30,85100.000000,85400.000000,84700.000000,84700.000000,84700.000000,986600
2023-12-01,84900.000000,85000.000000,84100.000000,85000.000000,85000.000000,788700
2023-12-04,85400.000000,86200.000000,84800.000000,86000.000000,86000.000000,978100
2023-12-05,86000.000000,86100.000000,84800.000000,85400.000000,85400.000000,2339861
2023-12-06,85300.000000,86000.000000,85000.000000,85900.000000,85900.000000,748000
2023-12-07,85700.000000,86000.000000,85000.000000,85200.000000,85200.000000,2403460
2023-12-08,85200.000000,85500.000000,85000.000000,85000.000000,85000.000000,1293000
2023-12-11,85000.000000,85300.000000,84100.000000,84200.000000,84200.000000,2768100
2023-12-12,84700.000000,84700.000000,84000.000000,84200.000000,84200.000000,1148400
2023-12-13,84200.000000,84500.000000,83700.000000,83700.000000,83700.000000,2541000
2023-12-14,null,null,null,null,null,null
2023-12-15,84000.000000,84400.000000,82200.000000,82200.000000,82200.000000,2648401
2023-12-18,82800.000000,82900.000000,81500.000000,81500.000000,81500.000000,2004600
2023-12-19,81500.000000,81500.000000,80100.000000,81200.000000,81200.000000,2079400
2023-12-20,81200.000000,81300.000000,80500.000000,81100.000000,81100.000000,2014300
2023-12-21,81000.000000,81000.000000,80300.000000,80900.000000,80900.000000,2148400
2023-12-22,80900.000000,81100.000000,80400.000000,80900.000000,80900.000000,1721800
2023-12-25,80900.000000,81800.000000,80700.000000,81800.000000,81800.000000,1480000
2023-12-26,82000.000000,82800.000000,82000.000000,82800.000000,82800.000000,1113200
2023-12-27,82900.000000,83200.000000,82500.000000,82700.000000,82700.000000,1017700
2023-12-28,82700.000000,83100.000000,82400.000000,82800.000000,82800.000000,997500
2023-12-29,83500.000000,83900.000000,80300.000000,80300.000000,80300.000000,1894326
2024-01-01,null,null,null,null,null,null
2024-01-02,82900.000000,83600.000000,82200.000000,83500.000000,83500.000000,1897801
2024-01-03,83500.000000,84500.000000,82800.000000,84500.000000,84500.000000,1521100
2024-01-04,84500.000000,86200.000000,84000.000000,85900.000000,85900.000000,2734900
2024-01-05,85900.000000,86200.000000,85700.000000,86200.000000,86200.000000,1328400
2024-01-08,86300.000000,86800.000000,86300.000000,86800.000000,86800.000000,1652800
2024-01-09,86800.000000,87900.000000,86800.000000,87800.000000,87800.000000,2074500
2024-01-10,87800.000000,89500.000000,87200.000000,89500.000000,89500.000000,1840400
2024-01-11,89500.000000,90000.000000,88600.000000,89300.000000,89300.000000,1593100
2024-01-12,88100.000000,89500.000000,87400.000000,88700.000000,88700.000000,1954500
2024-01-15,89000.000000,90100.000000,88900.000000,90000.000000,90000.000000,2012200
2024-01-16,89000.000000,90100.000000,88900.000000,90000.000000,90000.000000,1433200
2024-01-17,89000.000000,91000.000000,89000.000000,90900.000000,90900.000000,1676200
2024-01-18,null,null,null,null,null,null
2024-01-19,91000.000000,93000.000000,90400.000000,92600.000000,92600.000000,1601800
2024-01-22,93500.000000,93500.000000,92000.000000,92000.000000,92000.000000,1112300
2024-01-23,92100.000000,92400.000000,90400.000000,91500.000000,91500.000000,1354901
2024-01-24,91600.000000,92000.000000,90900.000000,91100.000000,91100.000000,810700
2024-01-25,91100.000000,91600.000000,90700.000000,91000.000000,91000.000000,601300
2024-01-26,91600.000000,92000.000000,91400.000000,92000.000000,92000.000000,1019100
2024-01-29,91800.000000,92000.000000,90900.000000,91200.000000,91200.000000,804500
2024-01-30,91200.000000,91200.000000,90100.000000,91000.000000,91000.000000,934600
2024-01-31,90600.000000,90600.000000,88500.000000,88500.000000,88500.000000,1019600
2024-02-01,88000.000000,90200.000000,88000.000000,89800.000000,89800.000000,668100
2024-02-02,89100.000000,90500.000000,89100.000000,90300.000000,90300.000000,847000
2024-02-05,90200.000000,90600.000000,89400.000000,90000.000000,90000.000000,2019000
2024-02-06,90300.000000,90600.000000,89100.000000,89500.000000,89500.000000,1426300
2024-02-07,90000.000000,90800.000000,89300.000000,90000.000000,90000.000000,1441400
2024-02-08,null,null,null,null,null,null
2024-02-09,null,null,null,null,null,null
2024-02-12,null,null,null,null,null,null
2024-02-13,null,null,null,null,null,null
2024-02-14,null,null,null,null,null,null
2024-02-15,90000.000000,90700.000000,89100.000000,89900.000000,89900.000000,1140700
2024-02-16,89900.000000,90200.000000,89500.000000,89600.000000,89600.000000,801600
2024-02-19,89900.000000,90500.000000,89300.000000,90200.000000,90200.000000,1139300
2024-02-20,90100.000000,91400.000000,89400.000000,91300.000000,91300.000000,1520300
2024-02-21,91700.000000,91700.000000,90500.000000,91200.000000,91200.000000,1461400
2024-02-22,90600.000000,91000.000000,89500.000000,89500.000000,89500.000000,1293900
2024-02-23,89500.000000,91400.000000,88900.000000,88900.000000,88900.000000,1894900
2024-02-26,88900.000000,90000.000000,88900.000000,89500.000000,89500.000000,792000
2024-02-27,89600.000000,91200.000000,89100.000000,91100.000000,91100.000000,1698900
2024-02-28,91000.000000,97400.000000,90400.000000,97400.000000,97400.000000,4333900
2024-02-29,98500.000000,100500.000000,97300.000000,97300.000000,97300.000000,1991000
2024-03-01,98200.000000,98200.000000,94900.000000,97300.000000,97300.000000,2423600
